Date,XLB,XLI,XLF,XLK,XLY,XLP,XLE,XLV,VOX,XLU,IYR
2008-05-01,Sell,Buy,Buy,Buy,Buy,Sell,Sell,Buy,Buy,Sell,Buy
2008-05-02,Sell,Buy,Buy,Buy,Buy,Sell,Sell,Buy,Buy,Buy,Buy
2008-05-05,Sell,Buy,Buy,Buy,Buy,Sell,Sell,Buy,Buy,Buy,Buy
2008-05-06,Sell,Buy,Buy,Buy,Buy,Sell,Sell,Buy,Buy,Sell,Buy
2008-05-07,Sell,Buy,Buy,Buy,Buy,Sell,Sell,Buy,Buy,Sell,Sell
2008-05-08,Sell,Buy,Sell,Buy,Buy,Sell,Sell,Buy,Buy,Sell,Sell
2008-05-09,Sell,Sell,Sell,Buy,Sell,Sell,Buy,Buy,Buy,Sell,Sell
2008-05-12,Buy,Sell,Sell,Buy,Buy,Sell,Sell,Buy,Buy,Sell,Sell
2008-05-13,Buy,Buy,Sell,Buy,Buy,Sell,Buy,Sell,Buy,Sell,Sell
2008-05-14,Buy,Buy,Sell,Buy,Buy,Sell,Buy,Sell,Buy,Sell,Sell
2008-05-15,Buy,Buy,Sell,Buy,Buy,Buy,Buy,Sell,Buy,Sell,Sell
2008-05-16,Buy,Buy,Sell,Buy,Buy,Buy,Buy,Sell,Buy,Sell,Sell
2008-05-19,Buy,Buy,Sell,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Buy
2008-05-20,Buy,Buy,Sell,Buy,Buy,Buy,Buy,Buy,Buy,Buy,Sell
2008-05-21,Buy,Sell,Sell,Sell,Sell,Buy,Buy,Buy,Sell,Buy,Sell
2008-05-22,Buy,Sell,Sell,Sell,Sell,Sell,Buy,Buy,Sell,Buy,Sell
2008-05-23,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Buy,Sell
2008-05-27,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Sell
2008-05-28,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Sell
2008-05-29,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell
2008-05-30,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Buy,Sell
2008-06-02,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell
2008-06-03,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell
2008-06-04,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell
2008-06-05,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell
2008-06-06,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell
2008-06-09,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-10,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-11,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-12,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-13,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-16,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-17,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-18,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell,Sell
2008-06-19,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-20,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-23,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-24,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-25,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-26,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-27,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-06-30,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Sell
2008-07-01,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Buy,Sell,Sell,Sell
2008-07-02,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell
2008-07-03,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell
2008-07-07,Sell,Sell,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Sell,Sell
2008-07-08,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell
2008-07-09,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell
2008-07-10,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell
2008-07-11,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell
2008-07-14,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell
2008-07-15,Sell,Sell,Sell,Sell,Sell,Buy,Sell,Buy,Sell,Sell,Sell
2008-07-16,Sell,Buy,Sell,Sell,Sell,Buy,Sell,Buy,Buy,Sell,Sell
2008-07-17,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-07-18,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-07-21,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-07-22,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-07-23,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-07-24,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-07-25,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-07-28,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-07-29,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-07-30,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-07-31,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-08-01,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-08-04,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-08-05,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-08-06,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
2008-08-07,Buy,Buy,Buy,Buy,Buy,Buy,Sell,Buy,Buy,Sell,Buy
