Date,XLB,XLI,XLF,XLK,XLY,XLP,XLE,XLV,VOX,XLU,IYR
2012-08-15,Hold,Sell,Sell,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold
2012-08-16,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Hold,Hold
2012-08-17,Hold,Sell,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Buy,Hold
2012-08-20,Sell,Sell,Sell,Sell,Sell,Hold,Sell,Hold,Hold,Hold,Hold
2012-08-21,Sell,Sell,Sell,Sell,Sell,Hold,Hold,Hold,Hold,Hold,Hold
2012-08-22,Sell,Sell,Sell,Sell,Sell,Hold,Sell,Hold,Hold,Hold,Hold
2012-08-23,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Buy,Hold
2012-08-24,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Hold,Buy,Hold
2012-08-27,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Hold
2012-08-28,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Sell
2012-08-29,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Buy,Sell
2012-08-30,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Sell
2012-08-31,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Sell
2012-09-04,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Sell
2012-09-05,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Buy,Sell
2012-09-06,Hold,Hold,Sell,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Sell
2012-09-07,Hold,Hold,Sell,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Sell
2012-09-10,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Sell
2012-09-11,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Sell,Hold,Hold,Sell
2012-09-12,Hold,Hold,Sell,Hold,Sell,Hold,Hold,Sell,Sell,Hold,Sell
2012-09-13,Sell,Hold,Sell,Hold,Sell,Hold,Sell,Sell,Sell,Hold,Sell
2012-09-14,Sell,Hold,Sell,Hold,Sell,Hold,Sell,Sell,Hold,Hold,Sell
2012-09-17,Sell,Hold,Sell,Hold,Sell,Hold,Sell,Sell,Sell,Hold,Sell
2012-09-18,Sell,Hold,Sell,Sell,Sell,Hold,Hold,Sell,Sell,Hold,Hold
2012-09-19,Sell,Hold,Sell,Sell,Sell,Hold,Hold,Sell,Sell,Hold,Hold
2012-09-20,Sell,Hold,Sell,Sell,Sell,Hold,Sell,Sell,Sell,Hold,Hold
2012-09-21,Sell,Hold,Sell,Sell,Sell,Hold,Hold,Sell,Sell,Hold,Hold
2012-09-24,Sell,Hold,Sell,Sell,Sell,Hold,Hold,Sell,Sell,Hold,Hold
2012-09-25,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold
2012-09-26,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold
2012-09-27,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Sell,Hold,Hold
2012-09-28,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold
2012-10-01,Hold,Hold,Hold,Hold,Hold,Hold,Hold,Sell,Hold,Hold,Hold
