Date,XLB,XLI,XLF,XLK,XLY,XLP,XLE,XLV,VOX,XLU,IYR
2013-04-29,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-04-30,nan,nan,nan,Sell,nan,nan,nan,nan,nan,nan,nan
2013-05-01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-02,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-03,nan,nan,nan,Sell,Sell,nan,nan,nan,nan,nan,nan
2013-05-06,nan,nan,Sell,nan,Sell,nan,nan,nan,nan,nan,nan
2013-05-07,nan,Sell,nan,nan,Sell,nan,nan,nan,nan,nan,nan
2013-05-08,nan,Sell,Sell,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-13,nan,nan,nan,nan,nan,nan,nan,Sell,nan,nan,nan
2013-05-14,nan,nan,nan,nan,nan,Sell,nan,Sell,nan,nan,nan
2013-05-15,nan,nan,nan,nan,nan,Sell,nan,Sell,nan,nan,nan
2013-05-16,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-20,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-21,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-23,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-05-24,nan,nan,nan,nan,nan,nan,nan,nan,nan,Buy,nan
2013-05-28,nan,nan,nan,nan,nan,nan,nan,nan,nan,Buy,Buy
2013-05-29,nan,nan,nan,nan,nan,nan,nan,nan,Buy,Buy,Buy
2013-05-30,nan,nan,nan,nan,nan,nan,nan,nan,Buy,Buy,Buy
2013-05-31,nan,nan,nan,nan,nan,Buy,nan,nan,Buy,Buy,Buy
2013-06-03,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-04,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-05,Buy,Buy,nan,nan,Buy,Buy,nan,Buy,nan,nan,nan
2013-06-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-07,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-11,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-12,nan,nan,nan,Buy,nan,nan,nan,nan,nan,nan,nan
2013-06-13,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-17,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2013-06-18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
